date	store_number	membership_id	membership_type
2017-01-30	265	420	Basic
2017-03-21	316	421	Basic
2019-02-15	1	422	Basic
2017-03-04	411	423	Basic
2019-02-13	312	424	Basic
2018-01-27	406	425	Basic
2017-02-19	103	426	Diamond
2019-03-30	427	427	Basic
2019-01-10	36	428	Basic
2017-03-29	413	429	Basic
2019-01-08	480	430	Basic
2019-03-30	473	431	Basic
2019-01-08	139	432	Basic
2018-03-18	218	433	Basic
2019-03-17	30	434	Gold
2017-03-22	407	435	Gold
2017-01-26	314	436	Basic
2017-01-04	92	437	Gold
2018-01-07	458	438	Basic
2018-02-07	228	439	Basic
2019-01-23	315	440	Diamond
2019-03-13	239	441	Gold
2017-02-21	365	442	Platinum
2018-01-07	116	443	Basic
2018-03-06	124	444	Basic
2017-01-10	337	445	Basic
2017-01-15	156	446	Basic
2017-01-05	308	447	Platinum
2017-02-05	17	448	Basic
2019-01-19	407	449	Basic
2017-01-25	442	450	Basic
2017-01-26	29	451	Platinum
2019-03-16	169	452	Basic
2018-03-07	76	453	Diamond
2019-01-13	329	454	Basic
2019-02-19	494	455	Basic
2019-01-22	249	456	Basic
2018-03-04	142	457	Gold
2018-01-22	229	458	Gold
2017-01-13	58	459	Platinum
2017-01-13	129	460	Basic
2017-03-20	145	461	Basic
2018-02-02	85	462	Platinum
2019-02-01	396	463	Basic
2017-02-14	103	464	Basic
2018-03-19	181	465	Basic
2019-01-21	212	466	Basic
2018-02-17	254	467	Basic
2019-02-15	346	468	Basic
2017-01-06	5	469	Diamond
2019-01-08	415	470	Basic
2017-02-27	424	471	Gold
2017-03-20	136	472	Platinum
2018-02-02	43	473	Basic
2018-02-04	214	474	Basic
2019-01-18	453	475	Basic
2017-03-04	313	476	Gold
2017-01-24	103	477	Platinum
2017-03-08	217	478	Basic
2017-03-25	334	479	Basic
2019-03-19	476	480	Basic
2018-03-25	239	481	Basic
2019-03-04	58	482	Basic
2018-03-11	363	483	Platinum
2019-02-25	180	484	Basic
2017-01-31	145	485	Gold
2019-01-19	490	486	Basic
2017-02-22	372	487	Gold
2019-03-20	64	488	Basic
2017-01-02	400	489	Basic
2019-03-23	212	490	Gold
2017-01-12	300	491	Gold
2017-02-03	259	492	Basic
2018-01-10	197	493	Basic
2019-03-07	13	494	Basic
2018-01-23	412	495	Basic
2017-03-21	260	496	Platinum
2019-02-11	41	497	Platinum
2019-01-26	446	498	Basic
2017-03-30	363	499	Basic
2017-03-16	70	500	Basic
2018-01-08	469	501	Gold
2017-02-02	367	502	Basic
2017-02-27	50	503	Basic
2018-01-31	320	504	Basic
2017-01-26	18	505	Diamond
2018-02-22	310	506	Basic
2018-01-21	393	507	Basic
2017-02-27	352	508	Platinum
2019-01-07	172	509	Basic
2019-02-22	68	510	Basic
2019-01-21	355	511	Basic
2017-02-12	242	512	Gold
2019-03-14	478	513	Basic
2019-02-01	221	514	Gold
2018-03-26	483	515	Basic
2017-02-03	489	516	Gold
2019-01-13	55	517	Basic
2017-01-31	372	518	Basic
2017-02-04	220	519	Platinum
2017-01-17	389	520	Basic
2018-03-03	384	521	Gold
2019-03-15	276	522	Basic
2017-03-17	371	523	Basic
2017-03-10	187	524	Basic
2019-02-07	153	525	Gold
2018-01-21	222	526	Basic
2018-03-26	21	527	Basic
2017-03-23	214	528	Basic
2018-02-14	387	529	Basic
2017-02-08	471	530	Basic
2018-02-07	468	531	Basic
2017-03-12	275	532	Basic
2018-02-19	372	533	Basic
2018-03-29	235	534	Basic
2017-01-26	107	535	Basic
2017-02-13	173	536	Basic
2017-03-08	162	537	Basic
2018-03-12	106	538	Basic
2018-03-21	434	539	Basic
2019-03-07	260	540	Basic
2018-03-14	422	541	Basic
2018-01-14	422	542	Gold
2017-01-18	120	543	Basic
2018-03-30	456	544	Basic
2018-02-07	209	545	Platinum
2018-01-10	189	546	Basic
2019-01-15	220	547	Basic
2019-01-19	28	548	Basic
2017-02-12	221	549	Diamond
2018-03-20	304	550	Basic
2017-02-17	282	551	Gold
2019-03-13	193	552	Basic
2018-01-08	30	553	Basic
2018-02-12	262	554	Basic
2017-02-14	154	555	Diamond
2018-03-22	217	556	Platinum
2019-03-24	252	557	Basic
2017-03-22	476	558	Gold
2019-03-28	48	559	Basic
2017-02-19	110	560	Basic
2018-01-21	362	561	Platinum
2018-02-10	41	562	Platinum
2017-03-10	220	563	Basic
2019-03-19	332	564	Platinum
2019-01-08	73	565	Basic
2018-01-27	210	566	Basic
2018-03-04	305	567	Gold
2018-03-21	182	568	Platinum
2017-03-10	302	569	Basic
2019-03-26	208	570	Gold
2017-02-18	473	571	Basic
2018-02-08	195	572	Basic
2018-01-17	298	573	Gold
2017-02-24	66	574	Basic
2019-03-20	280	575	Basic
2019-02-19	220	576	Basic
2017-02-09	43	577	Basic
2017-01-17	295	578	Gold
2017-03-25	97	579	Gold
2018-02-05	203	580	Gold
2019-02-23	376	581	Basic
2017-03-03	5	582	Gold
2018-02-11	187	583	Basic
2017-01-18	110	584	Basic
2017-02-27	239	585	Basic
2019-03-11	408	586	Basic
2017-02-16	385	587	Basic
2019-03-24	256	588	Basic
2019-03-14	148	589	Basic
2018-02-24	454	590	Gold
2017-02-03	441	591	Gold
2019-03-16	402	592	Gold
2019-02-06	38	593	Basic
2019-03-08	371	594	Gold
2018-02-05	438	595	Basic
2017-03-28	319	596	Basic
2018-01-23	421	597	Diamond
2019-02-17	408	598	Basic
2017-02-13	392	599	Basic
2017-01-23	292	600	Basic
2017-01-01	298	601	Gold
2017-01-29	141	602	Basic
2019-03-21	119	603	Basic
2019-01-24	429	604	Basic
2018-02-20	239	605	Basic
2019-02-11	297	606	Basic
2019-02-20	388	607	Basic
2019-01-27	320	608	Basic
2017-02-08	144	609	Platinum
2018-02-15	295	610	Basic
2017-02-15	52	611	Gold
2017-01-11	236	612	Basic
2018-02-06	128	613	Basic
2018-01-28	167	614	Basic
2019-03-17	207	615	Basic
2017-01-21	422	616	Basic
2018-02-21	334	617	Basic
2019-01-24	211	618	Diamond
2019-03-28	412	619	Basic
2018-01-25	145	620	Basic
2018-03-12	139	621	Basic
2017-03-01	348	622	Basic
2017-02-17	275	623	Platinum
2018-02-15	488	624	Gold
2018-03-03	127	625	Platinum
2017-02-09	344	626	Basic
2018-02-28	44	627	Platinum
2017-03-14	261	628	Basic
2018-02-13	300	629	Basic
2019-02-26	70	630	Basic
2018-03-28	247	631	Basic
2019-01-23	145	632	Diamond
2017-01-10	59	633	Basic
2019-01-26	381	634	Basic
2018-01-01	186	635	Basic
2019-02-18	156	636	Basic
2019-03-23	331	637	Basic
2018-02-11	202	638	Gold
2018-01-27	15	639	Gold
2018-01-26	154	640	Basic
2019-02-26	237	641	Basic
2019-03-13	337	642	Platinum
2019-02-08	184	643	Basic
2017-03-02	159	644	Basic
2018-02-01	421	645	Basic
2017-02-19	135	646	Basic
2018-02-25	401	647	Basic
2017-01-07	128	648	Basic
2019-03-26	171	649	Gold
2019-03-19	162	650	Platinum
2019-03-19	167	651	Gold
2018-01-25	116	652	Basic
2018-01-09	138	653	Basic
2017-03-22	434	654	Basic
2018-01-03	62	655	Basic
2017-02-20	475	656	Basic
2018-01-04	282	657	Basic
2017-03-20	66	658	Basic
2018-03-08	69	659	Basic
2017-01-05	433	660	Platinum
2019-02-07	294	661	Basic
2017-02-11	391	662	Basic
2018-02-23	259	663	Basic
2017-02-18	18	664	Basic
2017-01-12	88	665	Diamond
2019-01-08	247	666	Basic
2019-01-05	128	667	Diamond
2018-03-18	362	668	Basic
2019-01-15	4	669	Gold
2017-03-24	473	670	Basic
2019-02-28	62	671	Basic
2019-02-15	20	672	Basic
2019-01-17	472	673	Basic
2019-02-20	329	674	Platinum
2018-03-30	325	675	Basic
2018-01-22	306	676	Basic
2017-03-04	123	677	Basic
2018-01-11	284	678	Basic
2019-02-14	1	679	Basic
2019-03-15	20	680	Basic
2017-02-28	494	681	Basic
2019-03-11	119	682	Basic
2019-01-19	102	683	Basic
2018-01-06	316	684	Basic
2019-03-30	56	685	Gold
2018-02-26	206	686	Basic
2017-03-30	243	687	Basic
2018-03-08	495	688	Gold
2019-03-19	474	689	Platinum
2017-01-19	403	690	Basic
2018-03-07	261	691	Basic
2019-03-05	325	692	Gold
2019-01-08	326	693	Platinum
2018-03-14	479	694	Platinum
2017-02-17	308	695	Platinum
2018-03-09	152	696	Basic
2018-01-23	333	697	Basic
2018-03-18	37	698	Basic
2019-02-02	399	699	Basic
2019-03-01	363	700	Basic
2017-01-24	275	701	Basic
2019-01-30	15	702	Basic
2018-02-25	320	703	Basic
2018-02-19	370	704	Platinum
2018-02-24	135	705	Basic
2018-03-30	15	706	Basic
2019-03-23	323	707	Basic
2018-02-23	107	708	Basic
2018-01-26	289	709	Gold
2019-01-15	227	710	Basic
2018-01-16	252	711	Diamond
2019-02-07	114	712	Gold
2019-02-11	328	713	Platinum
2019-02-05	441	714	Basic
2017-01-01	301	715	Basic
2019-01-04	150	716	Basic
2017-02-11	479	717	Basic
2018-03-12	257	718	Basic
2017-03-22	206	719	Diamond
2018-01-14	104	720	Gold
2017-01-02	167	721	Platinum
2018-02-20	400	722	Basic
2019-03-23	28	723	Platinum
2018-02-22	374	724	Basic
2019-03-18	121	725	Basic
2018-03-05	219	726	Gold
2019-01-26	273	727	Basic
2017-01-12	250	728	Diamond
2018-01-01	434	729	Platinum
2018-03-28	138	730	Gold
2019-01-26	185	731	Basic
2019-01-26	53	732	Basic
2018-03-27	36	733	Basic
2019-01-05	431	734	Basic
2018-03-21	410	735	Basic
2019-03-13	282	736	Basic
2017-02-04	466	737	Basic
2019-01-24	231	738	Basic
2019-01-12	126	739	Basic
2017-02-15	490	740	Basic
2017-01-05	76	741	Diamond
2017-03-27	103	742	Basic
2017-03-26	474	743	Gold
2018-01-24	171	744	Basic
2019-03-28	172	745	Basic
2017-03-14	279	746	Basic
2019-01-25	204	747	Basic
2019-01-03	110	748	Basic
2019-03-29	313	749	Basic
2018-03-03	69	750	Platinum
2017-03-18	342	751	Basic
2018-01-03	38	752	Basic
2017-03-02	329	753	Basic
2018-01-16	345	754	Basic
2017-01-13	362	755	Platinum
2019-01-08	15	756	Basic
2019-03-09	139	757	Gold
2017-02-12	111	758	Basic
2017-03-20	170	759	Basic
2018-01-13	28	760	Basic
2019-02-26	236	761	Diamond
2018-01-06	441	762	Platinum
2017-01-23	172	763	Platinum
2019-01-05	486	764	Gold
2019-01-19	7	765	Basic
2019-01-14	106	766	Basic
2018-02-09	359	767	Basic
2018-03-09	401	768	Basic
2017-02-08	263	769	Basic
2018-02-25	292	770	Basic
2017-03-15	302	771	Basic
2019-01-31	288	772	Basic
2018-02-10	180	773	Diamond
2019-01-21	493	774	Gold
2018-01-31	470	775	Basic
2017-02-06	369	776	Basic
2018-03-15	235	777	Basic
2017-03-29	267	778	Basic
2017-03-26	99	779	Gold
2017-02-07	495	780	Basic
2018-01-19	411	781	Basic
2017-02-14	485	782	Basic
2018-01-17	352	783	Basic
2018-01-25	150	784	Basic
2017-02-26	237	785	Basic
2018-03-25	43	786	Platinum
2019-03-17	491	787	Basic
2017-01-07	489	788	Gold
2018-02-01	72	789	Basic
2019-01-04	129	790	Basic
2018-02-10	52	791	Basic
2018-03-12	98	792	Basic
2019-02-28	254	793	Platinum
2018-02-28	500	794	Basic
2019-02-25	150	795	Basic
2019-02-01	58	796	Basic
2017-01-30	171	797	Basic
2017-03-16	127	798	Basic
2019-03-14	428	799	Platinum
2018-03-13	268	800	Basic
2019-03-30	260	801	Gold
2018-03-25	324	802	Basic
2018-02-05	471	803	Basic
2017-03-09	185	804	Basic
2017-01-19	461	805	Diamond
2017-01-21	140	806	Gold
2017-02-06	49	807	Basic
2017-03-05	278	808	Basic
2017-03-24	59	809	Basic
2017-01-03	19	810	Basic
2018-01-05	78	811	Basic
2018-03-20	498	812	Basic
2017-01-04	429	813	Basic
2019-03-13	14	814	Basic
2018-03-14	215	815	Diamond
2017-01-04	494	816	Gold
2018-02-13	450	817	Gold
2018-01-04	479	818	Platinum
2017-01-11	439	819	Basic
2017-01-28	272	820	Gold
2017-02-10	132	821	Platinum
2018-03-10	156	822	Basic
2017-02-07	70	823	Basic
2019-03-20	492	824	Gold
2017-01-27	444	825	Basic
2017-03-09	217	826	Basic
2018-03-23	133	827	Basic
2017-01-27	355	828	Platinum
2018-01-26	409	829	Basic
2019-02-03	98	830	Gold
2017-01-05	21	831	Basic
2019-01-11	57	832	Basic
2019-02-03	477	833	Gold
2017-02-28	13	834	Basic
2017-01-09	229	835	Platinum
2019-03-07	325	836	Basic
2019-03-20	298	837	Basic
2019-02-02	460	838	Basic
2018-02-07	350	839	Basic
2018-01-24	181	840	Basic
2019-03-05	246	841	Basic
2017-02-23	428	842	Basic
2017-01-27	21	843	Basic
2019-03-11	359	844	Basic
2018-01-29	210	845	Gold
2018-02-23	343	846	Basic
2017-01-13	448	847	Diamond
2019-01-23	360	848	Basic
2018-01-18	137	849	Basic
2017-03-07	476	850	Basic
2018-01-23	406	851	Basic
2019-03-08	71	852	Basic
2017-03-17	342	853	Basic
2019-02-09	329	854	Basic
2019-02-09	29	855	Basic
2019-02-07	59	856	Basic
2017-03-26	335	857	Basic
2019-03-25	193	858	Gold
2018-03-24	427	859	Basic
2019-03-20	343	860	Basic
2018-01-26	113	861	Basic
2018-01-24	220	862	Basic
2019-01-30	377	863	Basic
2019-03-23	126	864	Basic
2018-03-04	140	865	Basic
2019-01-21	68	866	Basic
2019-02-19	168	867	Basic
2018-03-12	275	868	Basic
2019-01-06	96	869	Basic
2019-02-20	86	870	Basic
2019-03-19	138	871	Gold
2019-01-24	254	872	Basic
2017-02-11	327	873	Basic
2017-01-14	123	874	Basic
2019-01-19	284	875	Gold
2018-01-06	441	876	Basic
2019-01-29	39	877	Basic
2019-01-19	48	878	Basic
2017-01-13	470	879	Basic
2017-02-20	187	880	Basic
2019-02-25	292	881	Gold
2019-03-04	269	882	Platinum
2019-01-05	332	883	Gold
2017-02-05	80	884	Basic
2017-01-02	11	885	Gold
2018-02-09	102	886	Basic
2019-02-20	193	887	Basic
2019-01-02	370	888	Diamond
2019-01-16	161	889	Basic
2018-03-07	288	890	Platinum
2018-01-19	251	891	Basic
2019-03-17	446	892	Diamond
2018-01-31	147	893	Platinum
2018-01-10	444	894	Basic
2019-01-20	316	895	Basic
2019-03-18	370	896	Gold
2019-01-03	147	897	Platinum
2018-02-03	138	898	Basic
2018-01-07	352	899	Basic
2019-03-29	336	900	Gold
2019-03-01	203	901	Platinum
2019-01-31	341	902	Basic
2017-02-17	84	903	Basic
2018-01-31	25	904	Basic
2017-02-01	215	905	Basic
2017-03-15	122	906	Gold
2018-01-11	212	907	Basic
2017-03-08	493	908	Basic
2018-01-08	345	909	Basic
2018-02-22	18	910	Platinum
2018-02-04	278	911	Diamond
2019-02-14	427	912	Basic
2017-01-01	381	913	Basic
2019-03-11	146	914	Platinum
2018-02-01	209	915	Basic
2018-03-19	196	916	Gold
2018-02-12	227	917	Basic
2018-02-25	295	918	Basic
2017-01-13	265	919	Basic
2018-03-28	388	920	Gold
