date	store_number	product_id	quantity
2019-01-02	38	10973	75
2019-03-03	322	10975	209
2019-03-06	279	10980	112
2018-03-27	359	10981	51
2017-01-04	288	10985	87
2019-01-14	345	10985	153
2019-01-13	15	10986	106
2017-01-08	30	10987	1
2019-01-02	343	10987	236
2019-02-21	495	10991	482
2017-01-08	262	10992	48
2017-02-16	214	10992	93
2017-03-02	477	10992	44
2018-02-08	112	10992	166
2018-02-14	242	10992	138
2018-02-15	108	10997	181
2019-03-08	484	1100	60
2018-02-18	316	11000	158
2019-02-18	465	11000	161
2018-02-07	441	11002	135
2017-03-18	426	11003	130
2018-03-28	159	11008	45
2019-02-03	283	11010	131
2017-03-27	174	11016	141
2018-01-27	483	11016	51
2018-01-15	478	11020	108
2018-03-24	16	11021	204
2017-01-10	178	11022	559
2017-02-04	159	11028	21
2019-03-29	135	11028	171
2017-01-02	146	11030	106
2017-01-06	470	11031	141
2017-01-12	32	11033	84
2018-01-18	481	11033	15
2018-01-18	134	11036	100
2018-03-10	307	11036	139
2018-03-30	27	11036	200
2017-02-14	212	11037	17
2019-01-31	415	11037	5
2019-03-18	211	11037	65
2018-03-11	433	11038	169
2017-01-21	39	11039	223
2017-03-29	133	1104	220
2018-03-20	224	11042	121
2019-03-29	172	11045	60
2018-02-21	380	11046	203
2018-01-14	157	11052	147
2018-01-14	24	11061	198
2019-02-23	484	11070	119
2019-02-03	355	11071	183
2017-01-22	98	11072	4
2017-03-17	354	11077	106
2019-03-10	462	11081	69
2017-02-25	130	11086	161
2018-03-16	285	11090	112
2019-03-06	496	11093	100
2018-01-28	355	11098	88
2019-02-04	254	11102	189
2017-03-04	174	11103	61
2019-02-07	359	11104	35
2017-01-27	154	11105	16
2018-03-26	218	11111	88
2019-02-03	452	11112	116
2019-03-08	108	11112	169
2018-03-23	152	11114	188
2019-02-06	107	11115	502
2018-03-13	486	11116	150
2017-02-02	104	11117	159
2019-01-03	158	11118	120
2019-02-23	91	11118	209
2019-01-15	106	11119	7
2019-03-27	371	11119	232
2017-02-12	34	11120	94
2019-02-24	184	11121	85
2017-03-29	279	11124	74
2017-02-05	391	11126	54
2019-01-13	106	1113	134
2017-02-02	309	11130	91
2018-01-25	51	11131	498
2017-01-02	224	11134	55
2018-01-14	131	11134	47
2018-01-08	10	11135	201
2017-01-08	449	11136	49
2017-03-23	114	11136	189
2019-03-14	343	11136	97
2019-03-22	20	11138	49
2019-03-25	301	11139	118
2019-03-11	441	11140	211
2019-01-28	384	11141	88
2017-03-26	181	11142	2
2018-03-04	262	11142	80
2019-03-08	487	11143	208
2019-02-11	163	11147	113
2018-03-25	231	11150	32
2017-03-06	153	11151	80
2017-03-07	229	11152	186
2018-01-01	416	11153	58
2019-01-24	228	11156	68
2017-03-23	163	11158	221
2018-02-27	329	11158	80
2017-03-23	61	11160	208
2017-02-05	116	11161	5
2018-02-24	374	11161	173
2017-02-28	39	11162	21
2019-02-21	462	11163	50
2017-03-29	420	11166	55
2017-01-03	180	11168	121
2017-01-17	497	11168	159
2017-02-04	301	11169	200
2019-02-17	249	11170	125
2018-01-10	154	11172	119
2019-01-27	453	11172	152
2018-01-12	362	11178	111
2017-03-17	273	11184	43
2017-03-14	63	11189	54
2019-01-11	366	11189	85
2018-02-18	272	11191	827
2017-02-08	271	11195	199
2018-03-10	445	11197	112
2018-03-30	243	11199	17
2019-01-25	129	11199	90
2017-03-14	47	112	162
2017-01-26	32	1120	117
2018-02-01	31	11203	11
2017-03-01	167	11206	119
2017-01-11	462	11208	23
2017-02-05	75	11209	101
2017-02-28	466	1121	495
2017-02-25	410	11210	221
2019-03-29	147	11212	66
2019-01-04	251	11213	57
2018-02-20	297	11218	127
2018-02-14	224	11222	102
2019-03-18	3	11224	198
2017-03-01	44	11225	126
2017-03-23	233	11225	71
2019-01-02	92	11225	105
2017-01-12	86	11228	218
2018-03-29	266	11228	19
2018-03-20	4	11231	84
2019-01-15	77	11233	128
2018-01-07	377	11235	88
2018-01-28	208	11239	196
2018-02-24	335	11249	139
2019-01-11	257	11249	33
2019-01-17	283	11249	96
2017-03-24	334	11257	67
2019-02-14	422	11259	40
2019-01-10	255	1126	28
2017-02-28	283	11260	25
2019-01-07	305	11261	11
2019-01-24	352	11261	47
2019-03-09	295	11263	187
2017-01-05	139	11264	472
2017-01-23	294	11264	130
2019-01-14	190	11264	143
2017-02-21	370	11265	69
2018-02-24	104	11265	169
2019-03-09	372	11266	200
2019-03-21	307	11266	141
2017-01-25	358	11270	120
2019-03-23	326	11273	47
2018-03-24	203	11274	169
2018-02-15	117	11276	140
2019-03-09	362	11276	162
2018-02-08	265	11279	147
2017-01-12	373	11282	87
2017-01-23	40	11282	166
2017-02-12	239	11288	93
2017-03-17	461	11288	6
2017-03-29	380	11288	116
2019-01-17	176	11289	201
2017-01-09	497	1129	67
2019-02-12	289	11290	344
2019-03-01	59	11292	250
2017-02-01	316	11297	149
2017-03-24	207	11297	106
2018-01-11	352	11297	166
2017-02-16	196	113	682
2017-03-17	127	11301	48
2019-03-14	334	11304	8
2017-02-16	61	11306	158
2017-03-13	11	11307	80
2019-02-05	212	11308	215
2017-01-01	476	1131	78
2017-03-15	319	11311	63
2018-03-15	311	11312	162
2017-03-29	401	11313	53
2017-01-19	391	11316	200
2018-03-03	338	11318	175
2017-02-20	226	1132	195
2019-03-12	475	1132	17
2019-03-22	500	1132	195
2017-03-12	95	11320	208
2018-01-22	497	11321	175
2017-01-15	408	11323	199
2018-02-15	257	11325	13
2018-01-18	61	11327	223
2017-01-04	499	11328	123
2019-03-21	275	11329	93
2017-01-08	467	11330	14
2019-03-08	249	11334	147
2017-02-01	321	11336	155
2019-03-25	166	11337	48
2017-01-11	313	11338	75
2018-01-07	170	11343	208
2019-01-15	250	11343	46
2018-02-01	262	11345	280
2017-01-12	70	11349	54
2017-02-25	173	11353	64
2017-03-09	32	11354	140
2017-01-23	197	11361	313
2017-02-16	467	11361	107
2018-02-15	178	11369	1008
2017-01-27	176	11372	131
2017-01-10	220	11373	206
2018-01-01	131	11373	23
2017-02-16	188	11375	238
2017-01-01	132	11376	152
2018-02-12	370	11382	124
2019-01-10	23	11382	32
2018-01-15	353	11383	195
2019-01-15	369	11389	105
2017-03-30	132	1139	24
2018-01-26	31	1140	85
2018-01-07	281	11407	487
2017-01-03	278	1141	82
2017-03-27	102	11410	155
2017-03-27	453	11412	189
2018-02-22	157	11413	22
2019-02-08	462	11417	114
2018-03-09	330	11421	44
2019-02-01	329	11424	41
2019-02-21	427	11424	87
2017-01-24	340	11429	154
2018-03-20	191	11429	480
2018-01-03	444	1143	158
2018-02-06	83	11430	136
2019-01-18	253	11436	165
2017-02-05	472	11437	671
2017-03-11	139	11437	841
2018-03-07	85	11437	162
2017-02-25	272	11440	85
2019-03-22	70	11440	32
2019-03-10	175	11442	173
2019-02-25	422	11445	9
2019-03-08	371	11446	121
2019-02-13	455	1145	104
2017-03-28	77	11453	31
2018-02-23	83	11455	110
2018-02-14	357	11456	263
2018-03-19	330	11456	106
2019-01-21	176	11457	159
2019-03-06	232	1146	178
2019-01-08	441	11464	235
2017-03-13	63	11467	192
2019-03-05	298	11467	211
2018-02-24	195	11471	45
2017-03-26	309	11480	116
2019-02-04	94	11481	117
2017-02-25	482	11482	68
2017-01-31	442	11483	143
2017-02-05	196	11489	172
2019-01-28	42	1149	138
2017-01-13	364	11492	30
2017-03-13	392	11496	115
2018-02-23	231	11497	150
2019-03-24	368	11501	155
2019-03-20	436	11502	166
2018-02-06	59	11503	86
2017-03-03	451	11505	1093
2019-01-16	250	11506	184
2019-02-13	320	11506	112
2019-03-18	152	11506	208
2018-01-25	118	11507	469
2017-02-27	310	11512	65
2017-03-26	451	11512	17
2019-03-02	391	11516	68
2017-03-17	269	1152	86
2017-02-26	198	11520	79
2017-01-29	164	11521	159
2019-02-13	429	11521	83
2018-01-03	188	11522	103
2017-02-25	416	11526	147
2019-01-29	441	1153	228
2017-03-07	392	11530	141
2018-03-03	353	11530	239
2017-02-16	350	11532	122
2018-02-18	237	11532	4
2018-01-14	402	11533	136
2017-03-04	212	11534	219
2017-03-18	240	11535	123
2017-03-27	196	11537	87
2018-01-07	196	11540	41
2018-02-17	252	11541	158
2017-03-04	66	11544	143
2019-03-03	246	11545	970
2019-03-16	13	11545	790
2018-03-13	226	11546	167
2019-02-20	407	11547	77
2019-01-06	372	11549	195
2018-03-02	362	1155	113
2017-01-29	225	11551	273
2018-02-13	215	11554	154
2019-01-03	256	11557	177
2019-01-07	116	1156	74
2019-01-22	388	11560	61
2017-01-26	384	11561	32
2018-01-09	261	11562	179
2017-02-07	245	11566	44
2017-03-15	320	11566	83
2017-03-23	133	11568	47
2018-01-14	201	11570	87
2018-01-31	26	11574	66
2018-02-02	155	11577	1081
2018-03-27	240	11577	872
2017-02-08	189	11581	94
2018-01-25	406	11582	115
2018-03-16	230	11583	160
2018-01-15	398	11584	152
2017-01-14	427	11585	263
2019-01-12	98	11585	183
2018-03-13	479	11586	4
2018-02-06	306	11588	118
2018-03-08	441	11590	88
2017-01-23	370	11593	180
2018-01-21	423	11595	173
2018-01-27	122	11596	65
2019-03-14	451	11599	181
2019-02-21	294	116	193
2017-01-08	286	1160	117
2017-03-23	37	1160	120
2017-01-06	264	11602	25
2017-03-14	122	11602	175
2018-01-14	237	11606	103
2019-02-18	85	11606	61
2018-01-27	151	11607	220
2017-01-17	24	11611	33
2019-03-15	396	11612	21
2019-03-25	453	11615	17
2018-03-29	51	11616	820
2019-02-09	66	11618	20
2019-02-27	304	11619	4
2017-02-18	476	1162	237
2018-02-05	466	1162	120
2019-01-16	399	11620	75
2018-03-07	384	11621	270
2017-02-12	493	11627	20
2019-01-21	331	11628	176
2018-02-19	309	11630	210
2019-03-12	451	11630	212
2018-01-26	105	11634	164
2017-02-20	129	11638	112
2018-03-20	468	11638	59
2019-02-25	177	1164	263
2018-01-10	378	11643	179
2018-01-18	50	11647	19
2017-03-06	422	11650	53
2017-01-19	80	11653	346
2017-03-13	298	11658	204
2018-01-02	84	1166	36
2019-01-11	171	1166	127
2019-03-10	26	11664	285
2017-01-03	358	11665	401
2018-03-17	94	11666	147
2018-02-23	188	11667	25
2017-02-08	445	1167	23
2017-01-10	259	11670	142
2018-03-26	290	11670	91
2019-03-05	387	11678	35
2019-03-26	132	11678	232
2017-03-03	142	11680	207
2019-03-05	61	11681	48
2017-03-21	127	11684	210
2018-02-12	146	11685	149
2019-02-01	156	11685	61
2019-03-10	348	11686	44
2017-01-14	488	11687	281
2019-03-27	106	1169	47
2017-03-01	391	117	5
2017-01-12	215	11700	120
2018-01-06	462	11704	107
2017-02-06	486	11705	1030
2018-02-11	375	11706	71
2019-03-30	258	11713	288
2018-03-12	181	11714	561
2019-03-07	330	11717	122
2017-02-18	150	11719	203
2017-02-11	281	11722	150
2018-03-08	425	11725	76
2017-01-29	375	11726	140
2017-02-03	195	11726	81
2019-03-25	84	11726	16
2018-01-22	474	11728	1
2019-01-07	473	1173	94
2018-02-11	117	11732	149
2019-01-06	163	11732	33
2019-01-16	355	11737	499
2017-03-22	132	11741	172
2019-01-19	124	11742	158
2017-02-12	460	11751	87
2017-03-25	433	11751	83
2018-03-19	67	11753	122
2017-02-12	126	11755	13
2019-01-18	179	11756	129
2017-03-17	2	11758	289
2019-02-22	263	11759	8
2019-02-02	76	11761	224
2017-02-27	499	11763	108
2019-01-28	411	11763	123
2019-03-21	370	11764	122
2019-01-14	12	11766	119
2017-03-24	363	11769	184
2017-02-19	21	1177	89
2018-03-24	457	11773	2
