product_id	product_name	retail_price	manufacturer_id	category_name
10034	Qwiglibin	192.55	105	Fax
10035	Qwitinower	430.04	246	Washer
10036	Surdudonazz	174.14	604	Video Camera
10037	Wintanopantor	444.56	98	Car Audio
10038	Insipewover	184.63	22	Fax
10038	Insipewover	184.63	22	Washer
10039	Monsapadar	43.62	431	Bluray
1004	Winpebover	313.19	336	Camera
10040	Winpickimazz	105.01	785	CD
10040	Winpickimazz	105.01	785	Satellite Radio
10041	Surdudupistor	435.44	877	Phone
10042	Recadinar	379.96	952	Vacuum Cleaner
10043	Ciptinopistor	50.48	649	Fax
10044	Lompebover	441.65	247	Bluray
10045	Lomdudover	14.46	112	Projector
10046	Grofropegentor	23.96	454	Speaker
10047	Monwerpexar	229.21	873	Camera
10048	Grofropistor	437.42	694	Washer
10049	Adglibor	317.50	656	Bluray
1005	Tipwerpedentor	155.12	391	Battery
1005	Tipwerpedentor	155.12	391	Recording Equipment
10050	Grozapentor	170.10	962	Refridgerator
10051	Unfropopantor	423.28	874	DVD
10052	Grosapegover	33.78	434	Camera
10053	Adjubazz	73.57	238	Projector
10054	Gropebantor	118.63	980	Satellite Radio
10054	Gropebantor	118.63	980	TV
10055	Inzapaquazz	332.37	151	Bluray
10056	Klisipepantor	82.87	530	Tool
10057	Inmunantor	460.00	932	Camera Lens
10058	Truvenommar	56.02	728	Air Conditioning
10058	Truvenommar	56.02	728	Satellite Radio
10059	Tupweristor	429.47	85	Phone
1006	Trudimefantor	498.49	622	Vacuum Cleaner
10060	Klirobor	81.56	261	Vacuum Cleaner
10061	Klisapommer	274.04	77	Satellite Radio
10062	Raptumantor	430.90	144	MP3 Player
10063	Barglibewicator	72.03	279	Air Conditioning
10063	Barglibewicator	72.03	279	Video Game
10064	Qwibanupor	345.46	369	Satellite Radio
10065	Thrukilplentor	298.32	836	Battery
10065	Thrukilplentor	298.32	836	Camera Lens
10066	Qwihupin	360.85	423	Washer
10067	Rapnipazz	319.32	872	CD
10068	Emkilepan	325.50	29	Camera Lens
10068	Emkilepan	325.50	29	GPS
10069	Tupcadower	162.49	287	Camera Lens
1007	Montinar	453.22	753	Battery
1007	Montinar	453.22	753	Phone
10070	Upnipor	346.96	882	Recording Equipment
10071	Lomjubax	444.56	38	Scanner
10072	Klipebefex	196.08	194	Dryer
10072	Klipebefex	196.08	194	Printer
10073	Surhupistor	173.78	420	Camera
10074	Thrutumor	412.33	898	Recording Equipment
10075	Trufropackower	174.12	751	Phone
10076	Hapvenedgax	31.77	897	TV
10077	Thrukilefin	347.98	836	Satellite Radio
10078	Endpebplazz	152.39	228	Battery
10078	Endpebplazz	152.39	228	Fax
10078	Endpebplazz	152.39	228	Scanner
10079	Frodimistor	141.69	567	GPS
1008	Wintinamower	131.65	49	Tool
10080	Growerpower	216.24	766	Microwave
10081	Surtumax	51.89	145	Car Audio
10082	Tuptanax	250.94	905	DVD
10083	Intumover	160.64	776	Battery
10084	Vardudax	85.42	794	MP3 Player
10084	Vardudax	85.42	794	Scanner
10085	Thrududadistor	31.24	486	Vacuum Cleaner
10086	Endbanommicator	220.93	199	Phone
10086	Endbanommicator	220.93	199	Video Camera
10087	Rapzapexover	224.72	609	DVD
10088	Zeevenistor	1.01	549	Printer
10089	Unrobentor	360.18	464	Dryer
10089	Unrobentor	360.18	464	Tool
1009	Winhupimor	158.00	35	Video Game
10090	Lomtanor	348.16	752	Video Game
10091	Rapnipilan	214.14	411	Air Conditioning
10092	Doptanonover	389.54	231	Bluray
10093	Frokilewentor	255.16	835	Projector
10094	Grotinommicator	462.06	955	Speaker
10095	Cipzapicator	330.97	107	CD
10096	Winquestefax	5.55	515	Projector
10097	Klipickilar	308.94	741	GPS
10098	Endrobazz	205.01	881	Video Camera
10099	Endsapaquistor	144.33	736	Battery
101	Rapdiman	160.30	793	Camera
1010	Emmunax	457.03	683	Satellite Radio
10100	Thrunipor	153.60	708	Satellite Radio
10100	Thrunipor	153.60	708	TV
10100	Thrunipor	153.60	708	Video Game
10101	Recadommistor	204.64	673	Car Audio
10102	Winnipin	403.71	403	Dryer
10102	Winnipin	403.71	403	MP3 Player
10103	Tupdimollan	275.93	356	Phone
10104	Trucadax	470.54	805	Speaker
10105	Varjubefower	225.54	322	Tool
10106	Tiptinar	228.20	248	CD
10107	Lomsapefentor	360.01	422	Bluray
10107	Lomsapefentor	360.01	422	Refridgerator
10107	Lomsapefentor	360.01	422	Vacuum Cleaner
10108	Endnipentor	161.24	906	Video Camera
10109	Untanegentor	444.51	489	Dryer
1011	Supmunistor	296.58	942	Battery
10110	Endrobistor	301.60	832	Bluray
10110	Endrobistor	301.60	832	Projector
10111	Upquestonistor	234.89	24	Camera
10112	Rapvenax	308.61	719	CD
10113	Winpebedgazz	414.33	127	Satellite Radio
10113	Winpebedgazz	414.33	127	Scanner
10114	Surtinar	214.23	121	Air Purifier
10114	Surtinar	214.23	121	TV
10114	Surtinar	214.23	121	Vacuum Cleaner
10115	Barhupin	30.67	124	Car Audio
10115	Barhupin	30.67	124	Tool
10115	Barhupin	30.67	124	Washer
10116	Cipjubax	24.10	847	Phone
10117	Parfropommover	271.25	46	Car Audio
10118	Updudanar	486.61	619	Battery
10119	Unerewantor	315.22	770	Car Audio
1012	Thrufroponar	311.69	247	GPS
10120	Redudistor	78.38	670	Speaker
10121	Frodiman	137.13	749	Computer
10121	Frodiman	137.13	749	Refridgerator
10122	Tiprobepistor	319.31	641	CD
10122	Tiprobepistor	319.31	641	Phone
10123	Windimilover	465.33	292	Dryer
10124	Cipquestar	314.33	482	MP3 Player
10124	Cipquestar	314.33	482	TV
10125	Frodimor	133.82	688	Bluray
10126	Grodudazz	56.02	818	Air Purifier
10127	Surbanedgentor	440.92	737	Computer
10128	Raptanar	211.72	251	GPS
10129	Parjubentor	82.36	508	DVD
10129	Parjubentor	82.36	508	Printer
1013	Retumover	219.10	590	Air Purifier
10130	Insapegax	169.57	750	Tool
10131	Tipvenan	222.83	8	Battery
10131	Tipvenan	222.83	8	Satellite Radio
10131	Tipvenan	222.83	8	Washer
10132	Upglibewantor	143.97	734	Video Camera
10133	Emweropantor	9.06	976	Air Purifier
10133	Emweropantor	9.06	976	Recording Equipment
10134	Tuptinor	488.09	306	Computer
10134	Tuptinor	488.09	306	Washer
10135	Revenedentor	12.60	592	Car Audio
10135	Revenedentor	12.60	592	Video Game
10136	Insapupin	148.19	986	Camera
10136	Insapupin	148.19	986	Microwave
10137	Lomglibimistor	475.01	169	Air Conditioning
10137	Lomglibimistor	475.01	169	Fax
10138	Thruhupor	190.11	557	Air Conditioning
10138	Thruhupor	190.11	557	Fax
10138	Thruhupor	190.11	557	Speaker
10139	Emdimedgantor	359.88	519	Camera
1014	Hapvenax	208.93	851	Camera Lens
10140	Zeekilover	303.05	501	Recording Equipment
10140	Zeekilover	303.05	501	Video Game
10141	Emsipommax	360.93	572	Camera Lens
10141	Emsipommax	360.93	572	Phone
10141	Emsipommax	360.93	572	Projector
10142	Lomnipower	64.49	476	Phone
10142	Lomnipower	64.49	476	Refridgerator
10143	Endjubin	56.50	318	MP3 Player
10144	Supcadamex	59.57	726	Recording Equipment
10145	Uptinentor	114.27	861	Air Purifier
10146	Enddimistor	405.53	262	Satellite Radio
10147	Winweropistor	475.21	563	DVD
10148	Thruglibover	41.94	186	Washer
10149	Klisapazz	432.40	761	Satellite Radio
10149	Klisapazz	432.40	761	Scanner
1015	Retinar	421.64	698	DVD
10150	Varsapax	307.87	375	Computer
10150	Varsapax	307.87	375	Vacuum Cleaner
10151	Zeejubantor	234.29	355	Speaker
10152	Hapcadonentor	322.33	527	Air Purifier
10152	Hapcadonentor	322.33	527	GPS
10153	Klieromman	389.80	37	Fax
10153	Klieromman	389.80	37	Satellite Radio
10153	Klieromman	389.80	37	Tool
10154	Winerentor	66.95	57	Car Audio
10155	Monnipewar	17.47	141	Vacuum Cleaner
10156	Froweristor	385.33	716	Camera
10156	Froweristor	385.33	716	Dryer
10157	Qwirobplor	438.38	904	Air Purifier
10158	Winhupommer	461.60	506	Refridgerator
10159	Tuppebover	337.71	988	Speaker
1016	Addimentor	224.98	869	Battery
10160	Endweror	170.52	700	Camera Lens
10161	Tipbanedgentor	287.28	599	CD
10161	Tipbanedgentor	287.28	599	Vacuum Cleaner
10162	Thrujubonicator	149.29	875	Printer
10162	Thrujubonicator	149.29	875	Speaker
10162	Thrujubonicator	149.29	875	Video Camera
10163	Truerommentor	79.87	149	Microwave
10164	Lomtinor	275.94	633	Refridgerator
10165	Lomcadeficator	79.77	685	Video Camera
10166	Thrubanor	91.92	354	Fax
10167	Tipsapazz	300.55	690	Battery
10167	Tipsapazz	300.55	690	Recording Equipment
10167	Tipsapazz	300.55	690	Speaker
10168	Klihupomman	426.24	876	Camera
10169	Wincadeficator	202.63	177	Fax
10169	Wincadeficator	202.63	177	Phone
10169	Wincadeficator	202.63	177	Refridgerator
1017	Qwipickewan	377.61	107	MP3 Player
1017	Qwipickewan	377.61	107	TV
10170	Lomglibaquicator	382.48	796	Air Purifier
10171	Revenilentor	49.09	752	Air Purifier
10171	Revenilentor	49.09	752	Tool
10171	Revenilentor	49.09	752	TV
10172	Tupdudefentor	82.15	859	Car Audio
10172	Tupdudefentor	82.15	859	Projector
10172	Tupdudefentor	82.15	859	Refridgerator
10173	Trupebar	127.73	845	Computer
10174	Barhupax	13.17	59	Projector
10174	Barhupax	13.17	59	Washer
10175	Insapantor	217.46	896	Car Audio
10175	Insapantor	217.46	896	Scanner
10176	Tuperin	73.65	623	Battery
10177	Tupweraquax	263.81	93	Battery
10177	Tupweraquax	263.81	93	Dryer
10178	Tupquestazz	406.75	72	Washer
10179	Barpebax	201.05	139	Battery
1018	Pardimanin	179.07	796	Phone
1018	Pardimanin	179.07	796	Printer
10180	Thrumunefax	228.29	571	Fax
10181	Barmunor	80.81	490	Computer
10181	Barmunor	80.81	490	Printer
10182	Frotanicator	399.98	449	Camera
10183	Adwerpamor	279.32	357	Computer
10183	Adwerpamor	279.32	357	MP3 Player
10184	Parericator	274.49	780	GPS
10185	Inbanaman	435.28	120	GPS
10186	Winquestplover	400.50	256	CD
10186	Winquestplover	400.50	256	Microwave
10187	Parzapackistor	254.17	918	GPS
10188	Inpickex	442.11	775	Microwave
10189	Insapax	471.62	517	MP3 Player
10189	Insapax	471.62	517	Recording Equipment
10189	Insapax	471.62	517	Refridgerator
1019	Inzapefistor	454.78	198	Air Conditioning
1019	Inzapefistor	454.78	198	Fax
10190	Surfropantor	127.26	266	Speaker
10191	Supsapepex	209.81	923	Tool
10192	Emdimackex	14.41	964	Computer
10193	Winwerexazz	352.40	826	MP3 Player
10194	Frowerpicator	190.36	894	Video Camera
10195	Resapor	16.77	885	Satellite Radio
10196	Lomerantor	212.64	868	Satellite Radio
10196	Lomerantor	212.64	868	Scanner
10197	Endsipan	484.61	339	Battery
10198	Parquestewentor	280.56	459	Phone
10198	Parquestewentor	280.56	459	Refridgerator
10199	Unmunentor	479.80	982	Camera
102	Tipquestazz	406.33	462	Camera
102	Tipquestazz	406.33	462	Speaker
102	Tipquestazz	406.33	462	Vacuum Cleaner
1020	Requestex	8.82	774	Air Conditioning
10200	Varcadollentor	23.36	925	Speaker
10201	Adwerpopor	105.98	930	Video Camera
10202	Endbanollazz	49.97	640	Fax
10203	Winpickar	339.31	640	Bluray
10203	Winpickar	339.31	640	MP3 Player
10203	Winpickar	339.31	640	Tool
10204	Rapsipistor	50.92	792	Computer
10205	Lomdudax	259.78	105	Bluray
10205	Lomdudax	259.78	105	Speaker
10205	Lomdudax	259.78	105	Video Game
10206	Thrududaquistor	153.15	914	Phone
10206	Thrududaquistor	153.15	914	Washer
10207	Parmunefistor	195.60	882	Bluray
10207	Parmunefistor	195.60	882	Dryer
10207	Parmunefistor	195.60	882	Scanner
10208	Emzapewex	377.62	536	Printer
10209	Qwirobackower	349.49	398	Projector
1021	Klihupommantor	466.54	581	GPS
10210	Unjubicator	443.82	667	DVD
10211	Ciperower	122.52	415	TV
10212	Trupickantor	32.63	757	Camera Lens
10212	Trupickantor	32.63	757	Speaker
10213	Surtanar	261.55	229	Fax
10214	Empebazz	110.42	817	Microwave
10215	Tipsapepar	90.71	166	Bluray
10216	Qwidudan	387.30	733	Tool
10218	Grotumaman	305.38	48	Phone
10218	Grotumaman	305.38	48	TV
10219	Enddudazz	340.66	188	Camera
1022	Lomvenedgicator	21.61	414	Car Audio
1022	Lomvenedgicator	21.61	414	Video Camera
10220	Parvenax	179.27	274	Phone
10221	Emdudackor	337.74	249	Air Purifier
10221	Emdudackor	337.74	249	Washer
10222	Lomkilupicator	358.44	970	Camera Lens
10223	Hapvenor	454.62	771	Washer
10224	Inquestentor	76.37	741	Microwave
10225	Klitumax	173.67	419	Projector
10225	Klitumax	173.67	419	Scanner
10226	Varzapinistor	35.69	744	DVD
10226	Varzapinistor	35.69	744	Speaker
10227	Unglibax	229.75	768	Projector
10228	Lommunedgantor	437.38	11	Fax
10228	Lommunedgantor	437.38	11	GPS
10229	Parwerantor	496.41	448	Car Audio
10229	Parwerantor	496.41	448	Fax
1023	Adrobilower	26.19	147	Scanner
1023	Adrobilower	26.19	147	Speaker
10230	Growerommin	5.82	972	Tool
10231	Hapsipexazz	89.03	381	Dryer
10232	Renipanistor	483.25	483	Air Conditioning
10233	Pareradazz	426.95	265	MP3 Player
10234	Repickentor	178.70	600	DVD
10234	Repickentor	178.70	600	Video Camera
10235	Surwerackex	123.32	916	Battery
10236	Happebommower	31.85	363	MP3 Player
10237	Emvenimax	61.67	593	Fax
10237	Emvenimax	61.67	593	Speaker
10238	Lomnipanax	229.41	303	Satellite Radio
10239	Qwitinegover	15.72	743	Camera
1024	Lomsipistor	315.54	828	MP3 Player
10240	Monpebantor	283.13	195	DVD
10240	Monpebantor	283.13	195	Scanner
10241	Uprobicator	205.90	637	Dryer
10242	Supcadicator	376.55	513	Microwave
10242	Supcadicator	376.55	513	Speaker
10243	Frotumefazz	93.62	514	Video Camera
10244	Supnipantor	28.80	603	Satellite Radio
10245	Addudin	5.74	170	Projector
10246	Grotanentor	178.18	831	Dryer
10247	Varwerpower	252.86	792	Dryer
10248	Grotumantor	242.98	427	Recording Equipment
10249	Froweredover	100.65	321	Dryer
1025	Tipwerar	412.98	681	Satellite Radio
10250	Embaneficator	129.47	364	Projector
10251	Gronipantor	342.67	779	Washer
10252	Trutinupentor	180.23	408	Camera
10253	Frowerex	439.90	559	Camera
10253	Frowerex	439.90	559	Computer
10253	Frowerex	439.90	559	Video Game
10254	Uphupollor	301.53	619	Video Game
10255	Trudimicator	185.61	185	Microwave
10256	Grovenover	247.53	66	Speaker
10257	Thrubanantor	95.35	442	Satellite Radio
10258	Adpebonax	263.94	561	Video Game
10259	Thrutinewower	377.24	351	Phone
1026	Wintanentor	456.83	973	DVD
10261	Hapnipupan	423.39	528	Video Camera
10262	Monweronor	258.22	512	Vacuum Cleaner
10263	Grobanor	381.22	268	Phone
10264	Endrobamower	344.68	908	Refridgerator
10265	Emkilicator	355.79	401	Camera
10265	Emkilicator	355.79	401	Printer
10266	Mondimistor	139.28	229	Battery
10267	Cipglibopover	105.67	592	Washer
10268	Updudamin	83.85	887	Car Audio
10268	Updudamin	83.85	887	Speaker
10269	Unpebinar	487.10	993	Bluray
1027	Trukilefentor	345.50	285	GPS
10270	Unhupor	59.86	622	CD
10271	Undudax	326.63	678	Dryer
10271	Undudax	326.63	678	Printer
10271	Undudax	326.63	678	Speaker
10272	Tupwerpadan	141.56	189	Camera
10272	Tupwerpadan	141.56	189	Microwave
10273	Surmunicator	290.66	699	Microwave
10274	Rapcadicator	58.52	691	Projector
10275	Rekilar	473.36	869	Battery
10276	Undudanar	461.19	450	Computer
10277	Untinupower	265.83	426	DVD
10278	Tiptanewex	426.83	433	GPS
10279	Tipbanover	71.63	300	Battery
10279	Tipbanover	71.63	300	Dryer
10279	Tipbanover	71.63	300	Microwave
1028	Grosipackistor	259.30	823	Printer
10280	Frosapax	495.49	520	Tool
10281	Varwerpower	282.83	746	Air Purifier
10282	Adpebewower	486.77	693	Air Conditioning
10282	Adpebewower	486.77	693	TV
10283	Inwerpplistor	337.73	284	Camera Lens
10283	Inwerpplistor	337.73	284	GPS
10283	Inwerpplistor	337.73	284	Washer
10284	Emrobaquicator	367.94	354	Printer
10284	Emrobaquicator	367.94	354	Tool
10285	Invenicator	163.14	219	Tool
10286	Adtumower	408.80	374	Air Conditioning
10287	Adpebax	44.35	59	Fax
10287	Adpebax	44.35	59	Projector
10288	Klidudor	126.42	136	Dryer
10288	Klidudor	126.42	136	Microwave
10288	Klidudor	126.42	136	Phone
10289	Winkilin	493.09	536	GPS
1029	Supsapegin	363.40	385	Speaker
10290	Surcadewentor	375.79	764	Camera Lens
10291	Partumadantor	436.50	717	MP3 Player
10292	Varsipantor	297.73	131	Air Conditioning
10292	Varsipantor	297.73	131	Satellite Radio
10293	Lommunewin	352.16	983	Satellite Radio
10294	Renipicator	290.63	623	Phone
10295	Endhupex	359.74	664	Camera Lens
10296	Winerepax	447.69	907	Washer
10297	Trutumimover	495.33	735	Bluray
10297	Trutumimover	495.33	735	Recording Equipment
10298	Tuppebicator	248.94	183	Battery
10298	Tuppebicator	248.94	183	Car Audio
10299	Trusapaquower	173.01	433	Bluray
103	Tipquestover	168.32	373	Camera
103	Tipquestover	168.32	373	Camera Lens
1030	Hapmunor	118.83	985	DVD
10300	Emweran	366.46	776	Dryer
10300	Emweran	366.46	776	MP3 Player
10301	Updudazz	73.51	875	Camera
10301	Updudazz	73.51	875	DVD
10301	Updudazz	73.51	875	Phone
10302	Dopdudopistor	170.01	725	Air Purifier
10303	Qwisapax	255.88	776	Washer
10304	Unfropentor	41.79	334	Microwave
10304	Unfropentor	41.79	334	Vacuum Cleaner
10304	Unfropentor	41.79	334	Video Game
10305	Rekilefex	302.84	810	Car Audio
10306	Emtinamazz	202.12	224	Tool
10307	Qwitinaquistor	389.57	77	DVD
10307	Qwitinaquistor	389.57	77	Phone
10308	Frotinan	382.38	648	Speaker
10309	Monerar	328.17	278	Camera Lens
10309	Monerar	328.17	278	MP3 Player
1031	Varwerpimover	406.66	806	CD
10310	Pardudanax	224.42	213	Refridgerator
10311	Truvenar	481.70	800	CD
10312	Varhupegicator	168.52	867	Video Camera
10313	Surnipower	193.31	911	Camera
10313	Surnipower	193.31	911	Camera Lens
10314	Varzapepazz	381.75	302	Air Conditioning
10314	Varzapepazz	381.75	302	Satellite Radio
10315	Trucadedistor	442.26	689	Car Audio
10315	Trucadedistor	442.26	689	Recording Equipment
10316	Endwerepistor	436.62	532	Air Purifier
10317	Inkilor	420.49	294	Speaker
10318	Hapnipex	14.28	424	Vacuum Cleaner
10319	Thrukilor	182.53	714	Computer
1032	Trududistor	222.94	445	Scanner
10320	Inzapicicator	446.99	952	Air Purifier
10320	Inzapicicator	446.99	952	Washer
10321	Lomtanegicator	95.93	141	Computer
10322	Supdimewor	479.26	345	Tool
10323	Supkilamover	90.76	609	Computer
10324	Varweredgar	112.31	556	Microwave
10324	Varweredgar	112.31	556	Refridgerator
10325	Endglibilistor	123.36	479	Air Conditioning
10326	Zeebanilover	29.90	921	Scanner
10326	Zeebanilover	29.90	921	Vacuum Cleaner
10327	Thrucadackan	289.39	805	Microwave
10328	Emerar	1.03	130	Satellite Radio
10329	Supkilantor	198.79	543	Scanner
1033	Uncadimazz	292.68	738	DVD
10330	Enderopor	26.68	2	Speaker
10330	Enderopor	26.68	2	Video Game
10331	Adfropedgantor	465.86	826	Camera
10331	Adfropedgantor	465.86	826	Washer
10332	Upsipamar	17.89	775	Video Camera
10333	Adbanicator	254.82	602	Car Audio
10333	Adbanicator	254.82	602	Projector
10334	Thruzapantor	205.17	833	Video Game
10335	Winerex	422.99	99	DVD
10336	Surzapilover	113.82	690	TV
10337	Frorobewex	231.90	18	Air Conditioning
10338	Cipwerommistor	296.94	168	Battery
10339	Klikilentor	66.10	630	CD
1034	Retanex	406.93	632	DVD
10340	Adbanower	461.02	814	Projector
10340	Adbanower	461.02	814	Tool
10341	Inbanollantor	20.23	287	Air Conditioning
10341	Inbanollantor	20.23	287	Scanner
10341	Inbanollantor	20.23	287	TV
10342	Endpickegor	161.97	47	Printer
10343	Monpebegantor	298.25	127	Phone
10343	Monpebegantor	298.25	127	Refridgerator
10344	Parhupax	269.67	981	Tool
10345	Emrobin	394.08	667	GPS
10345	Emrobin	394.08	667	Phone
10345	Emrobin	394.08	667	Recording Equipment
10346	Rekilefax	268.98	424	Printer
10347	Emquestex	105.42	467	Camera Lens
10348	Tipdudazz	470.41	813	Bluray
10349	Hapsapin	348.36	488	Camera Lens
1035	Emnipegower	85.62	333	MP3 Player
1035	Emnipegower	85.62	333	Printer
1035	Emnipegower	85.62	333	Vacuum Cleaner
10350	Cipglibover	423.12	858	Video Game
10351	Haphupexin	28.19	196	Microwave
10352	Haphupollentor	482.05	942	Battery
10353	Cipmunackan	67.40	429	TV
10354	Thruvenollazz	226.02	73	TV
10355	Indimax	271.53	554	Video Camera
10356	Qwisapantor	94.25	473	Camera Lens
10357	Rapquestonicator	80.25	377	Fax
10357	Rapquestonicator	80.25	377	Recording Equipment
10357	Rapquestonicator	80.25	377	Refridgerator
10358	Zeequestackistor	144.57	552	Scanner
10358	Zeequestackistor	144.57	552	Vacuum Cleaner
10359	Kliweregantor	418.44	951	Tool
1036	Qwibanar	52.47	418	Car Audio
1036	Qwibanar	52.47	418	DVD
1036	Qwibanar	52.47	418	Recording Equipment
10360	Bartumin	273.94	310	Video Game
10361	Thruglibover	412.72	917	Camera
10362	Winnipentor	389.54	755	Car Audio
10363	Dopquestan	184.59	99	Bluray
10364	Advenin	302.49	318	Bluray
10365	Thrunipan	258.56	716	Refridgerator
10365	Thrunipan	258.56	716	Speaker
10366	Ciptananan	464.81	756	Camera
10367	Tupvenantor	413.70	503	Car Audio
10367	Tupvenantor	413.70	503	Speaker
10368	Gropebimazz	488.14	203	Satellite Radio
10369	Grokilin	458.76	153	Speaker
1037	Barglibupover	64.01	254	TV
10370	Thruweronax	329.45	964	Air Purifier
10370	Thruweronax	329.45	964	Camera
10371	Hapjubedicator	205.73	692	GPS
10372	Raptumin	124.55	253	Air Conditioning
10373	Windimedazz	448.19	152	GPS
10374	Varpebefor	221.51	365	Refridgerator
10375	Winvenefar	427.76	810	Speaker
10376	Trumunanex	433.96	404	Tool
10377	Dopzapexistor	182.01	307	CD
10378	Tuppickonover	321.09	997	Dryer
10379	Zeetumin	218.23	359	DVD
1038	Parrobentor	230.20	837	CD
10380	Hapzapilex	354.37	941	Vacuum Cleaner
10381	Varglibackor	424.48	425	Camera
10382	Frokilewicator	318.98	172	Vacuum Cleaner
10382	Frokilewicator	318.98	172	Video Camera
10383	Endrobexor	152.67	939	Printer
10383	Endrobexor	152.67	939	Washer
10384	Growerpegazz	275.67	74	DVD
10385	Thrukilollover	498.48	725	MP3 Player
10385	Thrukilollover	498.48	725	Printer
10386	Thrudimex	483.81	80	MP3 Player
10387	Adfropex	450.49	950	Air Conditioning
10387	Adfropex	450.49	950	TV
10388	Unzapackin	29.80	48	CD
10389	Winpebedin	433.64	560	Video Camera
1039	Varhupefistor	339.44	424	Fax
1039	Varhupefistor	339.44	424	MP3 Player
1039	Varhupefistor	339.44	424	Satellite Radio
10390	Trubanaquower	329.74	591	Bluray
10390	Trubanaquower	329.74	591	Computer
10390	Trubanaquower	329.74	591	Microwave
10391	Tupglibower	34.57	117	Recording Equipment
10392	Wincadegower	88.33	962	Bluray
10392	Wincadegower	88.33	962	TV
10393	Barnipax	378.50	530	Recording Equipment
10394	Hapzapover	292.15	790	MP3 Player
10395	Surfropazz	49.30	537	Battery
10395	Surfropazz	49.30	537	Phone
10396	Zeeericicator	130.69	539	Satellite Radio
10397	Unsipax	477.38	84	Printer
10397	Unsipax	477.38	84	Scanner
10397	Unsipax	477.38	84	TV
10398	Tipsapar	495.75	546	Microwave
10398	Tipsapar	495.75	546	Washer
10399	Pardudan	12.11	789	Bluray
104	Endwerpedgax	164.09	398	Refridgerator
1040	Monfropupan	492.82	525	CD
10400	Supjubex	429.27	638	Bluray
10400	Supjubex	429.27	638	Fax
10401	Barcadplar	355.29	795	Camera Lens
10401	Barcadplar	355.29	795	Speaker
10401	Barcadplar	355.29	795	Vacuum Cleaner
10402	Qwinipan	117.28	274	Camera Lens
10403	Dopwerpexover	12.65	46	Car Audio
10404	Parglibower	19.92	495	Washer
10405	Barquestantor	218.39	670	Battery
10405	Barquestantor	218.39	670	Projector
10405	Barquestantor	218.39	670	Video Camera
10406	Grotumican	403.64	288	Satellite Radio
10407	Upfropilower	34.86	431	Scanner
10408	Zeepebor	345.89	918	TV
10409	Redimar	298.26	541	Vacuum Cleaner
10409	Redimar	298.26	541	Video Camera
1041	Qwisipommover	128.22	328	Air Purifier
1041	Qwisipommover	128.22	328	TV
10410	Barsipistor	337.57	396	Camera Lens
10411	Suppickackicator	412.24	852	Camera
10412	Cippebor	259.15	421	Refridgerator
10413	Repickentor	426.34	240	Dryer
10414	Fropickadentor	65.06	368	Phone
10415	Supwerimicator	349.46	55	MP3 Player
10416	Frocadax	94.74	269	TV
10417	Surcadamar	237.87	379	Satellite Radio
10418	Surzapanover	408.93	773	TV
10419	Truvenazz	304.01	549	CD
1042	Adbanexan	440.03	987	GPS
1042	Adbanexan	440.03	987	Video Game
10420	Insipazz	274.75	999	Scanner
10421	Barpebentor	15.33	738	Camera
10421	Barpebentor	15.33	738	CD
10421	Barpebentor	15.33	738	DVD
